gene_id	ncbi_refseq	eff_length	tpm_1d_rep1	tpm_1d_rep2	tpm_1d_rep3	tpm_10d_rep1	tpm_10d_rep2	tpm_10d_rep3	tpm_10d_rep4	mean_tpm_1d	mean_tpm_10d	pvalue	qvalue	log2fc	regulation	tair_description	at_accession	at_evalue	regulation_label
Nitab4.5_0005622g0010.1	XM_016629196.1	1359	2.928384	10.840364	1.753004	5.669139	0	0	0	5.29772275	0	4.15932098494044e-8	6.54418175638004e-7	-4.83782438164354	2	TBL36: TRICHOME BIREFRINGENCE-LIKE 36	AT3G54260.1	1.0000000000000001E-128	DOWN
Nitab4.5_0008206g0030.1	XM_016616893.1	1680	2.00552	0	0	1.390589	38.807073	35.11764	22.083488	0.84902725	32.002733666666664	1.84765617694947e-10	4.46771245836701e-9	4.83668165145984	1	SPPL4, ATSPPL4: SIGNAL PEPTIDE PEPTIDASE-LIKE 4	AT1G01650.1	0	UP
Nitab4.5_0000040g0440.1	XM_016586548.1	1432	2.479797	7.02153	3.281108	8.185913	0	0	0	5.242087	0	3.36020898964949e-9	6.59904820155106e-8	-4.8336460829787	2	MPL1: Myzus persicae-induced lipase 1	AT5G14180.1	0	DOWN
Nitab4.5_0000257g0180.1	XM_016640819.1	1392	6.443286	5.460826	7.3575	0.511074	0	0	0	4.9431715	0	1.04586000833752e-10	2.6483986638274e-9	-4.83147522811875	2	UGT74B1: UDP-glucosyl transferase 74B1	AT1G24100.1	4.9999999999999996E-164	DOWN
Nitab4.5_0000502g0160.1	XM_016586316.1	2970	0.79459900000000006	4.491316	4.160484	2.290126	0	0	0	2.93413125	0	1.43602415173525e-7	1.98818040069275e-6	-4.82950959715413	2	AHK5, CKI2, HK5: histidine kinase 5	AT5G10720.1	0	DOWN
Nitab4.5_0000644g0060.1	XM_016600297.1	1638	5.370196	8.300568	3.248509	7.804046	0	0	0	6.18082975	0	6.30682083828604e-9	1.17205859914632e-7	-4.82652684818537	2	Galactose oxidase/kelch repeat superfamily protein	AT5G18590.2	0	DOWN
Nitab4.5_0006492g0040.1	NA	210	0	0	0	0	109.820207	202.237597	54.455394	0	122.171066	3.03492842970752e-7	3.93156487524399e-6	4.82532697503802	1	NA	NA	NA	UP
Nitab4.5_0002018g0080.1	XM_016652627.1	1800	3.018224	7.899387	2.733835	5.080376	0	0	0	4.6829555	0	1.36358933198133e-7	1.89547881574907e-6	-4.81788745870337	2	PLL4: poltergeist like 4	AT1G07630.1	0	DOWN
Nitab4.5_0003345g0010.1	XM_016657606.1	594	7.410793	9.089628	17.83726	7.411934	0	0	0	10.437403750000001	0	9.59262618959663e-8	1.38766762742701e-6	-4.81641540427299	2	PDCB3: plasmodesmata callose-binding protein 3	AT1G18650.1	1E-42	DOWN
Nitab4.5_0003986g0010.1	XM_016656817.1	1137	1.92551	2.320672	5.646899	4.228722	0	0	0	3.53045075	0	2.0909352172167e-7	2.80116136456415e-6	-4.8161752065135	2	NA	NA	NA	DOWN
Nitab4.5_0001221g0040.1	XM_016630223.1	3276	1.459336	3.785871	2.153034	1.581832	0	0	0	2.24501825	0	9.64413111224381e-12	2.85424284706065e-10	-4.81367615780241	2	Plant protein of unknown function (DUF869)	AT2G23360.1	7.0000000000000003E-17	DOWN
Nitab4.5_0009681g0020.1	XM_016602636.1	2868	0	0	0	0	1.368867	1.10396	4.923151	0	2.4653259999999997	2.20301634764662e-7	2.93581240166073e-6	4.81185165634449	1	NA	AT5G52280.1	2.9999999999999999E-145	UP
Nitab4.5_0000106g0030.1	XM_016606968.1	861	0	0	0	0	11.439799	15.881527	1.738742	0	9.686689333333332	4.15755103794319e-8	6.54410225409916e-7	4.81028463876892	1	TET3: tetraspanin3	AT3G45600.1	4E-159	UP
Nitab4.5_0008778g0010.1	XM_016590496.1	1941	3.131587	4.090612	3.086431	6.566829	0	0	0	4.21886475	0	2.4955574581406e-7	3.29109206018127e-6	-4.80700523951956	2	NA	AT1G50180.1	1.9999999999999999E-69	DOWN
Nitab4.5_0003202g0040.1	XM_016660741.1	1167	4.812011	8.53583	10.390611	3.011152	0	0	0	6.687401	0	1.44974509439215e-7	2.00571785869013e-6	-4.80574173361886	2	NA	AT1G29010.1	2.9999999999999997E-4	DOWN
Nitab4.5_0000596g0050.1	XM_016610066.1	2451	7.761015	7.357122	13.570822	12.401727	1.224586	0	0	10.2726715	0.4081953333333333	4.74338162951294e-7	5.88439063948052e-6	-4.80110322509069	2	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT4G14330.1	0	DOWN
Nitab4.5_0000036g0410.1	XR_001649698.1	462	0	0	0.659006	0	24.267349	28.498868	45.46761	0.1647515	32.744609	1.28237564317784e-7	1.79214339031116e-6	4.80079448762193	1	NA	NA	NA	UP
Nitab4.5_0002602g0040.1	XM_016655733.1	1060	13.333863	24.414798	11.672049	9.870468	0	0	2.05784	14.8227945	0.6859466666666667	1.01726265320858e-11	2.99899431302236e-10	-4.79900148126487	2	ARAC7, ATROP9, ATRAC7, RAC7, ROP9: RHO-related protein from plants 9	AT4G28950.1	2.0000000000000001E-134	DOWN
Nitab4.5_0006179g0050.1	XM_016651279.1	363	18.895847	14.366357	26.486953	27.072972	0	0	0	21.705532249999997	0	2.16978421741517e-7	2.89558160290398e-6	-4.79868522768215	2	DUT1: DUTP-PYROPHOSPHATASE-LIKE 1	AT3G46940.1	3.0000000000000002E-90	DOWN
Nitab4.5_0001840g0060.1	XM_016604311.1	1407	0.737793	0	0	1.372852	17.212577	24.274085	28.353943	0.52766125	23.280201666666667	1.20078473678641e-11	3.51012804009912e-10	4.79812274359627	1	PAP10, ATPAP10: purple acid phosphatase 10	AT2G27190.1	3E-10	UP
Nitab4.5_0000005g0410.1	XM_016589214.1	778	10.141369	2.768565	9.567698	9.912147	0	0	0	8.09744475	0	1.26942882234121e-7	1.77496182874013e-6	-4.79487842853579	2	RNA ligase/cyclic nucleotide phosphodiesterase family protein	AT5G40190.1	5.0000000000000002E-84	DOWN
Nitab4.5_0002265g0070.1	XM_016653808.1	1620	7.777499	9.809941	3.596198	2.646481	0	0	0	5.957529750000001	0	8.56343118807904e-10	1.86348879941846e-8	-4.79257258384373	2	unknown protein similar to AT1G19010.1	AT1G19010.1	1E-25	DOWN
Nitab4.5_0001196g0030.1	XM_016620681.1	1632	4.844975	9.033759	7.985921	4.18841	0	0	0	6.51326625	0	4.76894496063799e-9	9.09804737854044e-8	-4.78938671632581	2	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT1G68920.3	3.9999999999999999E-105	DOWN
Nitab4.5_0000564g0170.1	XM_016610097.1	1490	67.234059	70.422502	102.392984	83.892847	1.627687	4.205028	0	80.98559800000001	1.9442383333333335	1.67367024851907e-10	4.0700059267743e-9	-4.78636678571718	2	TUA6: Tubulin/FtsZ family protein	AT4G14960.2	0	DOWN
Nitab4.5_0002375g0030.1	XM_016625525.1	1302	1.447274	0	0	0	7.474904	14.49901	13.241402	0.3618185	11.738438666666667	3.52338033273483e-7	4.50105524751538e-6	4.78509893548662	1	BGLU45: beta-glucosidase 45	AT4G21760.1	9.9999999999999995E-178	UP
Nitab4.5_0003159g0030.1	XM_016637324.1	546	191.565375	262.170853	279.324669	237.539297	17.532378	18.805417	0	242.6500485	12.112598333333333	5.50756449062919e-8	8.46941028336755e-7	-4.78469743237022	2	IAA19, MSG2: indole-3-acetic acid inducible 19	AT3G15540.1	2.0000000000000001E-61	DOWN
Nitab4.5_0008314g0030.1	XM_016618004.1	1503	2.656922	5.174821	3.585549	6.978389	0	0	0	4.59892025	0	8.76057189060889e-10	1.89987103223119e-8	-4.77999421777691	2	Protein kinase superfamily protein	AT1G52290.1	0	DOWN
Nitab4.5_0006314g0040.1	XM_016605600.1	483	14.918466	20.392894	17.467075	7.911366	0	0	0	15.17245025	0	2.97280571964952e-7	3.85765379099423e-6	-4.77983915402124	2	SRPK4: ser/arg-rich protein kinase 4	AT3G53030.1	0	DOWN
Nitab4.5_0000188g0150.1	XM_016649933.1	936	9.658672	9.880082	9.877193	6.804834	0	0	0.330585	9.055195249999999	0.110195	7.936511074537e-10	1.73599776722344e-8	-4.77851117886719	2	NA	AT5G05800.2	2.9999999999999998E-13	DOWN
Nitab4.5_0000859g0280.1	NA	258	0	2.666284	0	0	214.810358	31.950731	104.1059	0.666571	116.955663	1.71765100230729e-6	1.86409458647892e-5	4.77701735363029	1	NA	NA	NA	UP
Nitab4.5_0000005g0090.1	XM_016593922.1	1407	0	0	0	0	4.211609	7.965282	2.117968	0	4.764953	1.99134403950909e-7	2.67622013219336e-6	4.77540534868682	1	RVE1: Homeodomain-like superfamily protein	AT5G17300.1	4.9999999999999998E-65	UP
Nitab4.5_0002137g0060.1	XM_016577550.1	741	3.935152	16.459937	4.847415	5.687376	0	0	0	7.732469999999999	0	4.96810981492695e-7	6.14315333190772e-6	-4.77474653632373	2	HMGB3, NFD3, NFD03: high mobility group B3	AT1G20696.2	1.9999999999999999E-29	DOWN
Nitab4.5_0001231g0080.1	XM_016637741.1	1877	83.278894	113.89072	103.956874	89.07557	4.943039	0	1.939575	97.55051449999999	2.294204666666667	3.70557702147513e-9	7.18829059313678e-8	-4.77225407919078	2	AtGH9C2, GH9C2: glycosyl hydrolase 9C2	AT1G64390.1	0	DOWN
Nitab4.5_0002276g0010.1	XM_016656161.1	417	19.100629	22.755351	9.932607	15.131695	0	0	0	16.730070500000004	0	2.57586884370457e-7	3.39112999624337e-6	-4.77048815960353	2	unknown protein similar to AT3G52860.1	AT3G52860.1	7.9999999999999995E-49	DOWN
Nitab4.5_0006823g0010.1	XM_016612637.1	918	0	0	0	0	6.968864	2.960626	10.130693	0	6.686727666666667	1.19983433076695e-7	1.68944486233777e-6	4.76212085449425	1	ATBZIP61, BZIP61: Basic-leucine zipper (bZIP) transcription factor family protein	AT3G58120.1	2E-109	UP
Nitab4.5_0002831g0050.1	XM_016629944.1	621	22.447845	39.079391	27.782598	14.555718	2.425631	0	0	25.966388	0.8085436666666667	1.86659941637804e-12	6.1508895053981e-11	-4.76145247322549	2	ferredoxin-related	AT1G02180.1	3E-43	DOWN
Nitab4.5_0000188g0110.1	XM_016603712.1	618	4.974255	11.568411	9.373847	6.208935	0	0	0	8.031362000000001	0	1.97851864971751e-7	2.66180345734353e-6	-4.76083014361525	2	Chalcone-flavanone isomerase family protein	AT5G66230.1	2.9999999999999998E-31	DOWN
Nitab4.5_0002477g0010.1	XM_016607294.1	1116	9.823696	3.042722	5.297915	11.672641	0	0	0	7.4592434999999995	0	9.63851570631029e-9	1.72957052231103e-7	-4.75844256579478	2	AAC2: ADP/ATP carrier 2	AT5G13490.2	0	DOWN
Nitab4.5_0010408g0030.1	XM_016609131.1	1458	0	0	0	0	4.643375	1.373831	5.420059	0	3.812421666666667	1.90493209232093e-8	3.22947507499932e-7	4.7569831444582	1	ACR1: ACT domain repeat 1	AT5G65890.1	3.9999999999999998E-177	UP
Nitab4.5_0007488g0040.1	XM_016621637.1	1044	0	0	0	0	8.305169	4.050026	8.566312	0	6.973835666666666	2.78367302294999e-8	4.56273020040812e-7	4.75352085569005	1	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein	NA	NA	UP
Nitab4.5_0010222g0050.1	XM_016583580.1	984	0	0	0	0	8.943288	5.624175	2.37224	0	5.646567666666667	3.45318913371143e-9	6.75799323581655e-8	4.7528537399715	1	ACO1, ATACO1: ACC oxidase 1	AT2G19590.1	2E-149	UP
Nitab4.5_0000634g0160.1	XM_016577479.1	1140	3.594932	6.173934	4.47586	3.954341	0	0	0	4.54976675	0	1.00305205103294e-9	2.15684525775784e-8	-4.75266934151466	2	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages.	AT3G52110.2	2.9999999999999999E-78	DOWN
Nitab4.5_0000976g0150.1	XM_016588392.1	252	0	0	0	0	74.579394	58.860196	44.376789	0	59.27212633333334	3.33686203401025e-13	1.2402741063223e-11	4.75070151753289	1	unknown protein similar to AT5G07330.1	AT5G07330.1	1E-35	UP
Nitab4.5_0002633g0040.1	XM_016621048.1	558	15.592965	13.177526	20.629516	16.552398	0	0	0.414558	16.48810125	0.138186	5.98450464228292e-9	1.1181651776401e-7	-4.74958053248186	2	unknown protein similar to AT3G12870.1	NA	NA	DOWN
Nitab4.5_0003939g0020.1	XM_016612859.1	1080	2.753677	4.829584	1.1648	3.512392	0	0	0	3.06511325	0	4.83198625627824e-9	9.20447432001751e-8	-4.74653251847959	2	Protein of unknown function (DUF761)	NA	NA	DOWN
Nitab4.5_0002311g0040.1	XM_016617475.1	918	0	0	0	0	3.065633	8.158736	4.052729	0	5.092365999999999	3.58053961721866e-7	4.56686788979029e-6	4.74624573793694	1	Protein of unknown function (DUF506)	NA	NA	UP
Nitab4.5_0000242g0080.1	XM_016659436.1	2043	12.045568	17.409348	13.790218	16.817833	1.494512	0	0	15.01574175	0.4981706666666667	1.21703676121966e-12	4.12470339554944e-11	-4.7446829846497	2	RUK, EMB3013: Protein kinase family protein with ARM repeat domain	AT5G18700.1	0	DOWN
Nitab4.5_0000074g0100.1	XM_016597140.1	514	1.277967	0	4.870736	2.384235	226.728559	274.828396	168.456578	2.1332345	223.33784433333335	3.06561469261077e-10	7.12750734274685e-9	4.743798396746	1	NA	AT4G00380.1	5.6	UP
Nitab4.5_0002982g0030.1	XM_016587981.1	971	3.811963	4.3125	6.361105	2.300879	0	0	0	4.196611750000001	0	9.49410144681558e-8	1.37603008783626e-6	-4.74360026599784	2	TET1, TRN2: Tetraspanin family protein	AT5G46700.1	7.0000000000000001E-143	DOWN
Nitab4.5_0000106g0220.1	XM_016577345.1	2130	4.488231	4.070153	3.773785	2.589057	0	0	0	3.7303065	0	4.46763538030793e-9	8.55753410037845e-8	-4.74339437121153	2	Pleckstrin homology (PH) and lipid-binding START domains-containing protein	AT2G28320.1	0	DOWN
Nitab4.5_0000438g0190.1	XM_016621311.1	1227	5.147782	3.626429	11.204496	2.427137	0	0	0	5.6014610000000005	0	8.62507046196821e-8	1.26306341586191e-6	-4.74010515644415	2	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G51280.1	0	DOWN
Nitab4.5_0000262g0030.1	XM_016599433.1	762	0	0	0	0.838763	27.27992	17.282721	9.765476	0.20969075	18.109372333333333	4.01255060326614e-9	7.72862732592658e-8	4.73907981692769	1	ubiquinol-cytochrome C chaperone family protein	AT5G51220.1	4.0000000000000001E-119	UP
Nitab4.5_0000505g0070.1	XM_016605776.1	3066	12.216685	11.998017	9.853229	12.989491	3.124909	0	0	11.7643555	1.0416363333333334	7.86135234955679e-8	1.16602911311041e-6	-4.73782783176742	2	Di-glucose binding protein with Kinesin motor domain	AT1G72250.1	9.9999999999999998E-13	DOWN
Nitab4.5_0002402g0010.1	XM_016627573.1	1290	6.929787	0	1.906026	6.099253	93.333721	142.872312	128.333541	3.7337664999999998	121.51319133333334	3.79344496168565e-8	6.01999265841901e-7	4.73675681108213	1	ABR1: Integrase-type DNA-binding superfamily protein	AT5G64750.1	4E-35	UP
Nitab4.5_0002158g0010.1	XM_016633509.1	999	3.571463	5.259488	5.59882	4.826703	0	0	0	4.8141185	0	3.52731670544608e-7	4.50351136562488e-6	-4.73514185708348	2	DES-1-LIKE: fatty acid desaturase family protein	AT4G04930.1	1.0000000000000001E-110	DOWN
Nitab4.5_0002726g0100.1	XM_016602852.1	543	17.96903	2.679412	10.1061	12.469417	0	0	0	10.80598975	0	1.46281895896777e-9	3.06748702910817e-8	-4.73272148541051	2	UBC19: ubiquitin-conjugating enzyme19	AT3G20060.1	1.9999999999999999E-98	DOWN
Nitab4.5_0009209g0010.1	XM_016616396.1	903	7.465598	0	0	0	32.315257	7.460251	29.91343	1.8663995	23.229646000000002	1.72231800565078e-6	1.8680941377905e-5	4.73223702396389	1	PLATZ transcription factor family protein	AT4G17900.1	7.0000000000000006E-104	UP
Nitab4.5_0001608g0010.1	XM_016586938.1	1935	4.796734	16.550332	11.302036	7.889947	0.30498	0	0	10.13476225	0.10165999999999999	3.27750647473166e-18	2.56670568782484e-16	-4.73207161157017	2	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G18570.1	8.9999999999999997E-156	DOWN
Nitab4.5_0000770g0140.1	XM_016629548.1	714	0	4.154465	1.40921	0	45.216171	90.882603	38.055643	1.39091875	58.05147233333333	3.84352489273319e-7	4.87452707155698e-6	4.73130536699692	1	Pathogenesis-related thaumatin superfamily protein	AT5G02140.1	1.0000000000000001E-123	UP
Nitab4.5_0001278g0090.1	XM_016604037.1	438	22.063209	9.02674	14.52384	8.227793	0	0	0	13.460395499999999	0	1.02946431615975e-7	1.47575939258154e-6	-4.72932866169639	2	TRAF-like family protein	AT3G17380.1	1E-13	DOWN
Nitab4.5_0013721g0010.1	XM_016590973.1	2922	0	0	0	0	2.055948	1.301465	4.18836	0	2.515257666666667	3.36750094669564e-7	4.31975348942487e-6	4.72928167525897	1	Beta-glucosidase, GBA2 type family protein	AT5G49900.1	0	UP
Nitab4.5_0008659g0010.1	XM_016620056.1	828	0	0	0	0	1.796799	5.548551	14.462857	0	7.269402333333333	7.04932856009931e-8	1.05570041394427e-6	4.7233873559535	1	Duplicated homeodomain-like superfamily protein	AT5G05790.1	9.9999999999999996E-81	UP
Nitab4.5_0000182g0040.1	XM_016629744.1	3162	6.625939	7.306813	13.032893	10.783225	0	1.406958	0	9.437217500000001	0.46898599999999996	1.26440758532585e-9	2.68695436613633e-8	-4.7228510436361	2	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G45850.2	0	DOWN
Nitab4.5_0001533g0010.1	XM_016638712.1	999	0	0	0	0	4.934877	7.411519	3.488212	0	5.278202666666666	9.90173794277325e-8	1.42480206465766e-6	4.72207216518171	1	ATGA2OX2, GA2OX2: gibberellin 2-oxidase	AT1G30040.1	5.0000000000000003E-134	UP
Nitab4.5_0000998g0020.1	XM_016633020.1	1008	0	0	0.530318	0	10.373452	27.531575	4.687648	0.1325795	14.197558333333335	5.74822879090555e-8	8.80747132777235e-7	4.72023451471271	1	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	AT4G03410.1	9.9999999999999991E-146	UP
Nitab4.5_0007700g0010.1	XM_016597897.1	1101	0	32.921856	30.995145	14.088137	0	0	0	19.5012845	0	2.60724229341186e-5	2.11429148295993e-4	-4.7200258925268	2	ZIP10: zinc transporter 10 precursor	AT1G31260.1	2.0000000000000001E-138	DOWN
Nitab4.5_0000016g0070.1	XM_016650939.1	774	5.070507	5.334216	3.872763	10.091507	0	0	0	6.09224825	0	7.4955924813067e-8	1.11612773802243e-6	-4.71613340281303	2	UVI4, PYM: uv-b-insensitive 4	AT2G42260.1	7.0000000000000003E-62	DOWN
Nitab4.5_0000009g0030.1	NA	1206	0	0	0	0	3.630642	4.699613	5.849305	0	4.726520000000001	4.88466967856795e-12	1.51023986975058e-10	4.71588859561006	1	GT, UGT74F2, ATSAGT1, SGT1, SAGT1: UDP-glucosyltransferase 74F2	AT2G43820.1	9.9999999999999996E-95	UP
Nitab4.5_0001832g0070.1	XM_016608794.1	450	24.629759	43.956302	28.996244	22.453468	0	0	1.057386	30.00894325	0.352462	8.79908961925538e-18	6.41558143503563e-16	-4.71584320910759	2	NA	NA	NA	DOWN
Nitab4.5_0000445g0120.1	XM_016590314.1	852	0	0	0	0	9.405131	3.31281	7.706095	0	6.808012000000001	3.93902947282908e-10	9.03129287565511e-9	4.70980465281425	1	Peroxidase superfamily protein	AT4G25980.1	5.9999999999999997E-46	UP
Nitab4.5_0008546g0010.1	XM_016580356.1	972	0	0	0	0	3.821145	7.786486	3.326154	0	4.977928333333334	9.80217183188517e-8	1.41314643909678e-6	4.70963331684945	1	RING/U-box superfamily protein	AT4G33940.1	9.0000000000000001E-77	UP
Nitab4.5_0004744g0030.1	XM_016627382.1	354	0	0	0	0	48.04634	5.233059	51.930971	0	35.070123333333335	2.97673188590784e-8	4.83544240621649e-7	4.7080664641232	1	unknown protein similar to AT5G02090.1	AT5G02090.1	7.0000000000000005E-13	UP
Nitab4.5_0000089g0110.1	XM_016639277.1	2655	0	0	0	0	2.306555	0.746645	4.875104	0	2.6427680000000002	1.55181831866217e-7	2.13297960304378e-6	4.70514852656232	1	Protein of unknown function, DUF593	AT1G70750.1	3E-32	UP
Nitab4.5_0008517g0010.1	XM_016600495.1	1220	0	0	0	0	3.573234	5.679231	7.915045	0	5.722503333333333	1.10657623019999e-7	1.57326452452042e-6	4.70514384088617	1	ALDH2B7, ALDH2B: aldehyde dehydrogenase 2B7	AT3G48000.1	0	UP
Nitab4.5_0002055g0150.1	XM_016655092.1	1750	5.435028	6.06092	3.288181	6.57116	0	0	0	5.33882225	0	6.96306806179454e-8	1.04459743962121e-6	-4.7047834250394	2	APRR2: CheY-like two-component responsive regulator family protein	AT4G18020.6	7E-128	DOWN
Nitab4.5_0000257g0160.1	XM_016612300.1	1708	5.997338	1.741928	19.591627	17.349705	0.120131	0	0	11.1701495	0.040043666666666665	9.5283650899587e-12	2.82877983871941e-10	-4.70465813817093	2	emb2004: RNI-like superfamily protein	AT1G10510.1	1.9999999999999999E-6	DOWN
Nitab4.5_0004330g0020.1	XM_016609740.1	1212	0	0	0	0	3.060858	6.490034	5.053656	0	4.868182666666667	4.64355228610176e-7	5.77372100650223e-6	4.70394090537718	1	EFE, ACO4, EAT1: ethylene-forming enzyme	AT1G05010.1	0	UP
Nitab4.5_0000747g0050.1	XM_016607901.1	390	0	0	0	0	44.854192	7.509808	20.493965	0	24.285988333333332	3.38524762483948e-7	4.34105541109807e-6	4.70386283029946	1	SAUR-like auxin-responsive protein family	NA	NA	UP
Nitab4.5_0000130g0240.1	XM_016621692.1	1965	13.475787	5.925037	15.65297	14.920859	0	0	1.003821	12.493663249999999	0.33460700000000004	1.08192006179076e-14	4.9791871283865e-13	-4.70382805007786	2	unknown protein similar to AT2G32590.1	AT2G32590.1	0	DOWN
Nitab4.5_0005287g0030.1	XM_016595226.1	1116	2.287286	0	0	0.852697	32.953773	18.990645	36.051871	0.78499575	29.33209633333333	9.36279287740201e-7	1.08576446347934e-5	4.70370416744043	1	RSL2: ROOT HAIR DEFECTIVE 6-LIKE 2	NA	NA	UP
Nitab4.5_0011117g0030.1	XM_016651859.1	669	6.14375	6.858809	5.584038	7.04027	0	0	0	6.406716749999999	0	2.24206295032364e-7	2.98471199333046e-6	-4.70349049298151	2	PPPDE putative thiol peptidase family protein	AT1G80690.1	2.0000000000000001E-97	DOWN
Nitab4.5_0001014g0160.1	NA	297	0	0	0	0	43.470498	54.772683	18.514834	0	38.919338333333336	6.74215265819415e-8	1.01465531898327e-6	4.70193077988946	1	unknown protein similar to AT5G66985.1	NA	NA	UP
Nitab4.5_0023502g0010.1	XM_016592150.1	882	0	0	0	0	5.013383	22.890632	1.755302	0	9.886439000000001	1.66420979886216e-7	2.27432046480049e-6	4.6966094875569	1	CAB1, AB140, CAB140, LHCB1.3: chlorophyll A/B binding protein 1	AT1G29930.1	8E-174	UP
Nitab4.5_0007309g0040.1	NA	738	0	0	0	0	7.093938	5.70261	4.44359	0	5.746712666666667	3.7416553607148e-8	5.94851307555578e-7	4.69631025260698	1	NA	NA	NA	UP
Nitab4.5_0002966g0020.1	XM_016612687.1	858	6.448887	9.159426	4.335089	0.900038	0	0	0	5.210859999999999	0	1.16728135425629e-7	1.64971141266226e-6	-4.69580245936705	2	Putative membrane lipoprotein	AT3G42725.1	8.0000000000000002E-58	DOWN
Nitab4.5_0003950g0040.1	XM_016577348.1	742	2.389229	1.415391	0.198674	0.687421	200.405756	107.118298	167.67095	1.1726787499999998	158.39833466666667	1.26399178286114e-22	1.64189512818072e-20	4.69426947389991	1	RNS1, ATRNS1: ribonuclease 1	AT2G02990.1	2E-91	UP
Nitab4.5_0000391g0110.1	XM_016580081.1	2058	0	0	0	0	2.250757	4.285692	9.782739	0	5.439729333333333	3.93938952483007e-7	4.97786073423083e-6	4.6927533240138	1	NA	AT3G11810.1	7.9999999999999997E-23	UP
Nitab4.5_0000170g0250.1	XM_016578368.1	1254	2.135292	10.53976	5.862059	3.498484	0	0	0	5.50889875	0	9.85752512902817e-8	1.42005074341715e-6	-4.68922698789586	2	Leucine-rich repeat (LRR) family protein	NA	NA	DOWN
Nitab4.5_0000084g0320.1	XM_016613615.1	816	4.461568	9.241474	2.369081	8.39894	0	0	0	6.11776575	0	2.8876507929368e-7	3.76127315486802e-6	-4.6871188099734296	2	unknown protein similar to AT3G14190.1	AT3G14190.1	3E-9	DOWN
Nitab4.5_0001187g0090.1	XM_016582170.1	682	3.995633	0	1.219576	6.108174	198.24929	153.624745	236.453691	2.83084575	196.109242	9.15112957681843e-6	8.35232593989711e-5	4.68697823312709	1	NA	AT5G05170.1	4.9000000000000004	UP
Nitab4.5_0007413g0020.1	XM_016596901.1	1698	6.394193	2.629288	3.527414	8.69933	0	0	0	5.31255625	0	8.18315691167576e-8	1.20483927295311e-6	-4.68647307956489	2	NA	AT1G14380.2	2.0000000000000002E-86	DOWN
Nitab4.5_0000759g0270.1	XM_016596079.1	738	0	0	0	0	11.188391	4.743609	18.680538	0	11.537512666666666	1.30283446211888e-7	1.81833075277758e-6	4.684974551022	1	Bax inhibitor-1 family protein	AT1G03070.2	9.9999999999999995E-144	UP
Nitab4.5_0005380g0050.1	XM_016660674.1	528	0	0	0	0	19.98575	26.464775	6.041372	0	17.497299	5.82810090020957e-7	7.09362073111533e-6	4.6824328216763504	1	PSB27: photosystem II family protein	NA	NA	UP
Nitab4.5_0010209g0020.1	XM_016628339.1	861	2.207414	0	0.093185	0.477019	50.317292	51.846744	46.693931	0.6944045	49.619322333333336	1.23690392103346e-6	1.39196720667828e-5	4.68121971176311	1	NA	AT3G14880.2	3.0000000000000002E-40	UP
Nitab4.5_0008875g0050.1	XM_016597506.1	803	3.461214	10.748798	6.352717	2.54692	0	0	0	5.77741225	0	4.67371384661056e-7	5.80932557158713e-6	-4.68042907890156	2	Uncharacterised BCR, YbaB family COG0718	AT4G30620.1	4.9999999999999998E-73	DOWN
Nitab4.5_0000106g0180.1	XM_016658579.1	504	0	0	0	0	20.646592	27.381597	2.989408	0	17.005865666666665	1.02066731588922e-6	1.17290453027607e-5	4.6781991873917	1	Protein of unknown function, DUF584	AT5G60680.1	6.0000000000000003E-47	UP
Nitab4.5_0009199g0020.1	XM_016605030.1	855	22.640166	17.569458	5.978068	6.13308	0	1.674533	0	13.080193000000001	0.5581776666666667	5.48719062258554e-10	1.23065689508312e-8	-4.676468515916	2	CCT motif family protein	AT5G59990.1	9.0000000000000002E-40	DOWN
Nitab4.5_0006392g0050.1	XM_016654055.1	2140	0	0	0	0	2.793741	1.693412	5.511315	0	3.3328226666666665	3.54534986220664e-8	5.67673604356688e-7	4.67535540741768	1	FTSH6, ATFTSH6: FTSH protease 6	AT5G15250.1	0	UP
Nitab4.5_0000391g0200.1	XM_016625566.1	1212	0	0	0	0.267325	3.523141	16.771163	6.038808	0.06683125	8.777704	5.99373177577736e-10	1.33795560930256e-8	4.67470737230651	1	Protein of unknown function (DUF1262)	AT1G13530.1	3.9999999999999999E-113	UP
Nitab4.5_0022581g0010.1	XR_001655714.1	351	0	12.044385	0	0	90.978505	37.345011	81.683090000000007	3.01109625	70.002202	1.00114623028186e-8	1.79311178938954e-7	4.67130366088839	1	NA	NA	NA	UP
